Region,Hour,Technology,Fuel,Value
DK,2,GasCHPPlant,Power,0.0
UK,2,GasCHPPlant,Power,0.0
DE,3,GasCHPPlant,Power,2.6997114226940884
FR,3,GasCHPPlant,Power,0.0
NO,3,GasCHPPlant,Power,4.109333333333334
DK,3,GasCHPPlant,Power,0.0
UK,3,GasCHPPlant,Power,0.0
DE,4,GasCHPPlant,Power,0.0
FR,4,GasCHPPlant,Power,0.0
NO,4,GasCHPPlant,Power,4.109333333333334
DK,4,GasCHPPlant,Power,0.0
UK,4,GasCHPPlant,Power,0.0
DE,5,GasCHPPlant,Power,0.0
FR,5,GasCHPPlant,Power,0.0
NO,5,GasCHPPlant,Power,4.109333333333334
DK,5,GasCHPPlant,Power,0.0
UK,5,GasCHPPlant,Power,0.0
DE,6,GasCHPPlant,Power,0.0
FR,6,GasCHPPlant,Power,0.0
NO,6,GasCHPPlant,Power,4.109333333333334
DK,6,GasCHPPlant,Power,0.0
UK,6,GasCHPPlant,Power,0.0
DE,7,GasCHPPlant,Power,19.506838205879816
FR,7,GasCHPPlant,Power,0.0
NO,7,GasCHPPlant,Power,4.109333333333334
DK,7,GasCHPPlant,Power,0.0
UK,7,GasCHPPlant,Power,0.0
DE,8,GasCHPPlant,Power,14.838838205879814
FR,8,GasCHPPlant,Power,0.0
NO,8,GasCHPPlant,Power,4.109333333333334
DK,8,GasCHPPlant,Power,0.0
UK,8,GasCHPPlant,Power,0.0
DE,9,GasCHPPlant,Power,12.174838205879823
FR,9,GasCHPPlant,Power,0.0
NO,9,GasCHPPlant,Power,0.0
DK,9,GasCHPPlant,Power,0.0
UK,9,GasCHPPlant,Power,0.0
DE,10,GasCHPPlant,Power,17.375441093333333
FR,10,GasCHPPlant,Power,0.0
NO,10,GasCHPPlant,Power,4.109333333333334
DK,10,GasCHPPlant,Power,0.0
UK,10,GasCHPPlant,Power,0.0
DE,11,GasCHPPlant,Power,7.824755400000001
FR,11,GasCHPPlant,Power,0.0
NO,11,GasCHPPlant,Power,0.0
DK,11,GasCHPPlant,Power,0.0
UK,11,GasCHPPlant,Power,0.0
DE,12,GasCHPPlant,Power,44.65629637333333
FR,12,GasCHPPlant,Power,0.0
NO,12,GasCHPPlant,Power,4.109333333333334
DK,12,GasCHPPlant,Power,0.0
UK,12,GasCHPPlant,Power,0.0
DE,13,GasCHPPlant,Power,41.63387650000001
FR,13,GasCHPPlant,Power,0.0
NO,13,GasCHPPlant,Power,4.109333333333334
DK,13,GasCHPPlant,Power,0.09875856000000138
UK,13,GasCHPPlant,Power,0.0
DE,14,GasCHPPlant,Power,53.11129178976375
FR,14,GasCHPPlant,Power,0.5640000000000002
NO,14,GasCHPPlant,Power,4.109333333333334
DK,14,GasCHPPlant,Power,0.8712
UK,14,GasCHPPlant,Power,0.0
DE,15,GasCHPPlant,Power,44.354555535373656
FR,15,GasCHPPlant,Power,0.0
NO,15,GasCHPPlant,Power,4.109333333333334
DK,15,GasCHPPlant,Power,1.1088000000000005
UK,15,GasCHPPlant,Power,0.0
DE,16,GasCHPPlant,Power,38.845811627903544
FR,16,GasCHPPlant,Power,0.5640000000000002
NO,16,GasCHPPlant,Power,4.109333333333334
DK,16,GasCHPPlant,Power,1.3176000000000005
UK,16,GasCHPPlant,Power,0.0
DE,17,GasCHPPlant,Power,34.16760379320093
FR,17,GasCHPPlant,Power,0.5640000000000002
NO,17,GasCHPPlant,Power,4.109333333333334
DK,17,GasCHPPlant,Power,1.3553999999999995
UK,17,GasCHPPlant,Power,0.0
DE,18,GasCHPPlant,Power,31.124375960000002
FR,18,GasCHPPlant,Power,0.5640000000000002
NO,18,GasCHPPlant,Power,4.109333333333334
DK,18,GasCHPPlant,Power,0.0
UK,18,GasCHPPlant,Power,0.0
DE,19,GasCHPPlant,Power,40.014179166666665
FR,19,GasCHPPlant,Power,0.5640000000000002
NO,19,GasCHPPlant,Power,4.109333333333334
DK,19,GasCHPPlant,Power,1.20263668
UK,19,GasCHPPlant,Power,0.0
DE,20,GasCHPPlant,Power,28.208062253842538
FR,20,GasCHPPlant,Power,0.5640000000000002
NO,20,GasCHPPlant,Power,0.0
DK,20,GasCHPPlant,Power,0.0
UK,20,GasCHPPlant,Power,0.0
DE,21,GasCHPPlant,Power,30.03602768355369
FR,21,GasCHPPlant,Power,0.0
NO,21,GasCHPPlant,Power,0.0
DK,21,GasCHPPlant,Power,0.0
UK,21,GasCHPPlant,Power,0.0
DE,22,GasCHPPlant,Power,12.535180538045894
FR,22,GasCHPPlant,Power,0.5640000000000002
NO,22,GasCHPPlant,Power,1.6381217533333334
DK,22,GasCHPPlant,Power,0.0
UK,22,GasCHPPlant,Power,0.0
DE,23,GasCHPPlant,Power,43.11729105635358
FR,23,GasCHPPlant,Power,0.0
NO,23,GasCHPPlant,Power,0.9376612361111114
DK,23,GasCHPPlant,Power,0.0
UK,23,GasCHPPlant,Power,0.0
DE,24,GasCHPPlant,Power,47.89318822524934
FR,24,GasCHPPlant,Power,0.0
NO,24,GasCHPPlant,Power,4.109333333333334
DK,24,GasCHPPlant,Power,0.0
UK,24,GasCHPPlant,Power,0.0
DE,25,GasCHPPlant,Power,46.25217806050921
FR,25,GasCHPPlant,Power,0.0
NO,25,GasCHPPlant,Power,4.109333333333334
DK,25,GasCHPPlant,Power,0.0
UK,25,GasCHPPlant,Power,0.0
DE,26,GasCHPPlant,Power,28.13302110717587
FR,26,GasCHPPlant,Power,0.0
NO,26,GasCHPPlant,Power,4.109333333333334
DK,26,GasCHPPlant,Power,0.0
UK,26,GasCHPPlant,Power,0.0
DE,27,GasCHPPlant,Power,0.0
FR,27,GasCHPPlant,Power,0.0
NO,27,GasCHPPlant,Power,0.0
DK,27,GasCHPPlant,Power,0.0
UK,27,GasCHPPlant,Power,0.0
DE,28,GasCHPPlant,Power,0.0
FR,28,GasCHPPlant,Power,0.0
NO,28,GasCHPPlant,Power,0.0
DK,28,GasCHPPlant,Power,0.0
UK,28,GasCHPPlant,Power,0.0
DE,29,GasCHPPlant,Power,0.0
FR,29,GasCHPPlant,Power,0.0
NO,29,GasCHPPlant,Power,0.0
DK,29,GasCHPPlant,Power,0.0
UK,29,GasCHPPlant,Power,0.0
DE,30,GasCHPPlant,Power,0.0
FR,30,GasCHPPlant,Power,0.0
NO,30,GasCHPPlant,Power,0.0
DK,30,GasCHPPlant,Power,0.0
UK,30,GasCHPPlant,Power,0.0
DE,31,GasCHPPlant,Power,0.0
FR,31,GasCHPPlant,Power,0.0
NO,31,GasCHPPlant,Power,0.0
DK,31,GasCHPPlant,Power,0.0
UK,31,GasCHPPlant,Power,0.0
DE,32,GasCHPPlant,Power,0.0
FR,32,GasCHPPlant,Power,0.0
NO,32,GasCHPPlant,Power,0.0
DK,32,GasCHPPlant,Power,0.0
UK,32,GasCHPPlant,Power,0.0
DE,33,GasCHPPlant,Power,0.0
FR,33,GasCHPPlant,Power,0.0
NO,33,GasCHPPlant,Power,2.056367029180788
DK,33,GasCHPPlant,Power,0.0
UK,33,GasCHPPlant,Power,0.0
DE,34,GasCHPPlant,Power,0.0
FR,34,GasCHPPlant,Power,0.0
NO,34,GasCHPPlant,Power,0.0
DK,34,GasCHPPlant,Power,0.0
UK,34,GasCHPPlant,Power,0.0
DE,35,GasCHPPlant,Power,0.0
FR,35,GasCHPPlant,Power,0.0
NO,35,GasCHPPlant,Power,0.0
DK,35,GasCHPPlant,Power,0.0
UK,35,GasCHPPlant,Power,0.0
DE,36,GasCHPPlant,Power,0.0
FR,36,GasCHPPlant,Power,0.0
NO,36,GasCHPPlant,Power,0.0
DK,36,GasCHPPlant,Power,0.0
UK,36,GasCHPPlant,Power,0.0
DE,37,GasCHPPlant,Power,0.0
FR,37,GasCHPPlant,Power,0.0
NO,37,GasCHPPlant,Power,0.0
DK,37,GasCHPPlant,Power,0.0
UK,37,GasCHPPlant,Power,0.0
DE,38,GasCHPPlant,Power,21.113161499999997
FR,38,GasCHPPlant,Power,0.0
NO,38,GasCHPPlant,Power,0.32252280000000155
DK,38,GasCHPPlant,Power,0.0
UK,38,GasCHPPlant,Power,0.0
DE,39,GasCHPPlant,Power,10.271149949035067
FR,39,GasCHPPlant,Power,0.5640000000000002
NO,39,GasCHPPlant,Power,0.0
DK,39,GasCHPPlant,Power,0.0
UK,39,GasCHPPlant,Power,0.0
DE,40,GasCHPPlant,Power,11.228370800000002
FR,40,GasCHPPlant,Power,0.0
NO,40,GasCHPPlant,Power,1.0543411161111127
DK,40,GasCHPPlant,Power,0.0
UK,40,GasCHPPlant,Power,0.0
DE,41,GasCHPPlant,Power,0.15782700000000105
FR,41,GasCHPPlant,Power,0.0
NO,41,GasCHPPlant,Power,0.0
DK,41,GasCHPPlant,Power,0.0
UK,41,GasCHPPlant,Power,0.0
DE,42,GasCHPPlant,Power,6.053879159539268
FR,42,GasCHPPlant,Power,0.0
NO,42,GasCHPPlant,Power,1.585841799999999
DK,42,GasCHPPlant,Power,0.9527404800000001
UK,42,GasCHPPlant,Power,0.0
DE,43,GasCHPPlant,Power,0.0
FR,43,GasCHPPlant,Power,0.0
NO,43,GasCHPPlant,Power,4.109333333333334
DK,43,GasCHPPlant,Power,0.0
UK,43,GasCHPPlant,Power,0.0
DE,44,GasCHPPlant,Power,10.959843600000003
FR,44,GasCHPPlant,Power,0.0
NO,44,GasCHPPlant,Power,0.0
DK,44,GasCHPPlant,Power,0.0
UK,44,GasCHPPlant,Power,0.0
DE,45,GasCHPPlant,Power,20.146957733333334
FR,45,GasCHPPlant,Power,0.0
NO,45,GasCHPPlant,Power,0.0
DK,45,GasCHPPlant,Power,0.0
UK,45,GasCHPPlant,Power,0.0
DE,46,GasCHPPlant,Power,35.03832575333334
FR,46,GasCHPPlant,Power,0.0
NO,46,GasCHPPlant,Power,0.0
DK,46,GasCHPPlant,Power,0.0
UK,46,GasCHPPlant,Power,0.0
DE,47,GasCHPPlant,Power,53.30544426653199
FR,47,GasCHPPlant,Power,0.0
NO,47,GasCHPPlant,Power,1.8471371961111132
DK,47,GasCHPPlant,Power,0.0
UK,47,GasCHPPlant,Power,0.0
DE,48,GasCHPPlant,Power,53.2928939405092
FR,48,GasCHPPlant,Power,0.0
NO,48,GasCHPPlant,Power,4.109333333333334
DK,48,GasCHPPlant,Power,0.33244817999999965
UK,48,GasCHPPlant,Power,0.0
DE,49,GasCHPPlant,Power,4.819037098842543
FR,49,GasCHPPlant,Power,0.0
NO,49,GasCHPPlant,Power,0.6725247011111133
DK,49,GasCHPPlant,Power,0.0
UK,49,GasCHPPlant,Power,0.0
DE,50,GasCHPPlant,Power,0.0
FR,50,GasCHPPlant,Power,0.0
NO,50,GasCHPPlant,Power,0.0
DK,50,GasCHPPlant,Power,0.0
UK,50,GasCHPPlant,Power,0.0
DE,51,GasCHPPlant,Power,0.0
FR,51,GasCHPPlant,Power,0.0
NO,51,GasCHPPlant,Power,0.0
DK,51,GasCHPPlant,Power,0.0
UK,51,GasCHPPlant,Power,0.0
DE,52,GasCHPPlant,Power,0.0
FR,52,GasCHPPlant,Power,0.0
NO,52,GasCHPPlant,Power,0.0
DK,52,GasCHPPlant,Power,0.0
UK,52,GasCHPPlant,Power,0.0
DE,53,GasCHPPlant,Power,0.0
FR,53,GasCHPPlant,Power,0.0
NO,53,GasCHPPlant,Power,0.0
DK,53,GasCHPPlant,Power,0.0
UK,53,GasCHPPlant,Power,0.0
DE,54,GasCHPPlant,Power,0.0
FR,54,GasCHPPlant,Power,0.0
NO,54,GasCHPPlant,Power,0.0
DK,54,GasCHPPlant,Power,0.0
UK,54,GasCHPPlant,Power,0.0
DE,55,GasCHPPlant,Power,0.0
FR,55,GasCHPPlant,Power,0.0
NO,55,GasCHPPlant,Power,0.0
DK,55,GasCHPPlant,Power,0.0
UK,55,GasCHPPlant,Power,0.0
DE,56,GasCHPPlant,Power,0.0
FR,56,GasCHPPlant,Power,0.0
NO,56,GasCHPPlant,Power,0.0
DK,56,GasCHPPlant,Power,0.0
UK,56,GasCHPPlant,Power,0.0
DE,57,GasCHPPlant,Power,0.0
FR,57,GasCHPPlant,Power,0.0
NO,57,GasCHPPlant,Power,0.0
DK,57,GasCHPPlant,Power,0.0
UK,57,GasCHPPlant,Power,0.0
DE,58,GasCHPPlant,Power,0.0
FR,58,GasCHPPlant,Power,0.0
NO,58,GasCHPPlant,Power,0.0
DK,58,GasCHPPlant,Power,0.0
UK,58,GasCHPPlant,Power,0.0
DE,59,GasCHPPlant,Power,0.0
FR,59,GasCHPPlant,Power,0.0
NO,59,GasCHPPlant,Power,0.0
DK,59,GasCHPPlant,Power,0.0
UK,59,GasCHPPlant,Power,0.0
DE,60,GasCHPPlant,Power,0.0
FR,60,GasCHPPlant,Power,0.0
NO,60,GasCHPPlant,Power,1.92957804
DK,60,GasCHPPlant,Power,0.0
UK,60,GasCHPPlant,Power,0.0
DE,61,GasCHPPlant,Power,0.0
FR,61,GasCHPPlant,Power,0.0
NO,61,GasCHPPlant,Power,0.0
DK,61,GasCHPPlant,Power,0.0
UK,61,GasCHPPlant,Power,0.0
DE,62,GasCHPPlant,Power,0.0
FR,62,GasCHPPlant,Power,0.0
NO,62,GasCHPPlant,Power,1.2074269600000003
DK,62,GasCHPPlant,Power,0.0
UK,62,GasCHPPlant,Power,0.0
DE,63,GasCHPPlant,Power,0.0
FR,63,GasCHPPlant,Power,0.5640000000000002
NO,63,GasCHPPlant,Power,0.0
DK,63,GasCHPPlant,Power,0.0
UK,63,GasCHPPlant,Power,0.0
DE,64,GasCHPPlant,Power,5.843481000000004
FR,64,GasCHPPlant,Power,0.5640000000000002
NO,64,GasCHPPlant,Power,0.0
DK,64,GasCHPPlant,Power,0.0
UK,64,GasCHPPlant,Power,0.0
DE,65,GasCHPPlant,Power,11.074664199999999
FR,65,GasCHPPlant,Power,0.5640000000000002
NO,65,GasCHPPlant,Power,0.0
DK,65,GasCHPPlant,Power,0.0
UK,65,GasCHPPlant,Power,0.0
DE,66,GasCHPPlant,Power,3.132783100000001
FR,66,GasCHPPlant,Power,0.5640000000000002
NO,66,GasCHPPlant,Power,0.0
DK,66,GasCHPPlant,Power,0.0
UK,66,GasCHPPlant,Power,0.0
DE,67,GasCHPPlant,Power,7.451432899999999
FR,67,GasCHPPlant,Power,0.0
NO,67,GasCHPPlant,Power,2.6258720799999997
DK,67,GasCHPPlant,Power,0.0
UK,67,GasCHPPlant,Power,0.0
DE,68,GasCHPPlant,Power,4.9500244
FR,68,GasCHPPlant,Power,0.5640000000000002
NO,68,GasCHPPlant,Power,0.0
DK,68,GasCHPPlant,Power,0.0
UK,68,GasCHPPlant,Power,0.0
DE,69,GasCHPPlant,Power,3.0331346332395466
FR,69,GasCHPPlant,Power,0.5640000000000002
NO,69,GasCHPPlant,Power,0.0
DK,69,GasCHPPlant,Power,0.0
UK,69,GasCHPPlant,Power,0.0
DE,70,GasCHPPlant,Power,12.9567081
FR,70,GasCHPPlant,Power,0.5640000000000002
NO,70,GasCHPPlant,Power,4.109333333333334
DK,70,GasCHPPlant,Power,3.2702
UK,70,GasCHPPlant,Power,0.0
DE,71,GasCHPPlant,Power,14.657431500000001
FR,71,GasCHPPlant,Power,0.0
NO,71,GasCHPPlant,Power,0.0
DK,71,GasCHPPlant,Power,3.0637409994538376
UK,71,GasCHPPlant,Power,0.0
DE,72,GasCHPPlant,Power,29.34851375
FR,72,GasCHPPlant,Power,0.0
NO,72,GasCHPPlant,Power,4.109333333333334
DK,72,GasCHPPlant,Power,5.947164755000001
UK,72,GasCHPPlant,Power,0.0
DE,73,GasCHPPlant,Power,9.355514249999995
FR,73,GasCHPPlant,Power,0.0
NO,73,GasCHPPlant,Power,4.109333333333334
DK,73,GasCHPPlant,Power,0.0
UK,73,GasCHPPlant,Power,0.0
DE,74,GasCHPPlant,Power,0.0
FR,74,GasCHPPlant,Power,0.0
NO,74,GasCHPPlant,Power,0.18861489499999973
DK,74,GasCHPPlant,Power,0.0
UK,74,GasCHPPlant,Power,0.0
DE,75,GasCHPPlant,Power,0.0
FR,75,GasCHPPlant,Power,0.0
NO,75,GasCHPPlant,Power,0.0
DK,75,GasCHPPlant,Power,0.0
UK,75,GasCHPPlant,Power,0.0
DE,76,GasCHPPlant,Power,0.0
FR,76,GasCHPPlant,Power,0.0
NO,76,GasCHPPlant,Power,0.0
DK,76,GasCHPPlant,Power,0.0
UK,76,GasCHPPlant,Power,0.0
DE,77,GasCHPPlant,Power,0.0
FR,77,GasCHPPlant,Power,0.0
NO,77,GasCHPPlant,Power,0.0
DK,77,GasCHPPlant,Power,0.0
UK,77,GasCHPPlant,Power,0.0
DE,78,GasCHPPlant,Power,0.0
FR,78,GasCHPPlant,Power,0.0
NO,78,GasCHPPlant,Power,0.0
DK,78,GasCHPPlant,Power,0.0
UK,78,GasCHPPlant,Power,0.0
DE,79,GasCHPPlant,Power,0.0
FR,79,GasCHPPlant,Power,0.0
NO,79,GasCHPPlant,Power,0.0
DK,79,GasCHPPlant,Power,0.0
UK,79,GasCHPPlant,Power,0.0
DE,80,GasCHPPlant,Power,0.0
FR,80,GasCHPPlant,Power,0.0
NO,80,GasCHPPlant,Power,0.0
DK,80,GasCHPPlant,Power,0.0
UK,80,GasCHPPlant,Power,0.0
DE,81,GasCHPPlant,Power,0.0
FR,81,GasCHPPlant,Power,0.0
NO,81,GasCHPPlant,Power,0.0
DK,81,GasCHPPlant,Power,0.0
UK,81,GasCHPPlant,Power,0.0
DE,82,GasCHPPlant,Power,0.0
FR,82,GasCHPPlant,Power,0.0
NO,82,GasCHPPlant,Power,0.0
DK,82,GasCHPPlant,Power,0.0
UK,82,GasCHPPlant,Power,0.0
DE,83,GasCHPPlant,Power,0.0
FR,83,GasCHPPlant,Power,0.0
NO,83,GasCHPPlant,Power,0.0
DK,83,GasCHPPlant,Power,0.0
UK,83,GasCHPPlant,Power,0.0
DE,84,GasCHPPlant,Power,0.0
FR,84,GasCHPPlant,Power,0.0
NO,84,GasCHPPlant,Power,4.109333333333334
DK,84,GasCHPPlant,Power,0.0
UK,84,GasCHPPlant,Power,0.0
DE,85,GasCHPPlant,Power,0.0
FR,85,GasCHPPlant,Power,0.0
NO,85,GasCHPPlant,Power,0.0
DK,85,GasCHPPlant,Power,0.0
UK,85,GasCHPPlant,Power,0.0
DE,86,GasCHPPlant,Power,0.0
FR,86,GasCHPPlant,Power,0.0
NO,86,GasCHPPlant,Power,4.109333333333334
DK,86,GasCHPPlant,Power,0.4949741233966238
UK,86,GasCHPPlant,Power,0.0
DE,87,GasCHPPlant,Power,1.3267617999999999
FR,87,GasCHPPlant,Power,0.0
NO,87,GasCHPPlant,Power,2.2322570399999995
DK,87,GasCHPPlant,Power,0.0
UK,87,GasCHPPlant,Power,0.0
DE,88,GasCHPPlant,Power,9.659793800000003
FR,88,GasCHPPlant,Power,0.0
NO,88,GasCHPPlant,Power,4.109333333333334
DK,88,GasCHPPlant,Power,0.0
UK,88,GasCHPPlant,Power,0.0
DE,89,GasCHPPlant,Power,11.36027534546253
FR,89,GasCHPPlant,Power,0.5640000000000002
NO,89,GasCHPPlant,Power,0.0
DK,89,GasCHPPlant,Power,0.0
UK,89,GasCHPPlant,Power,0.0
DE,90,GasCHPPlant,Power,30.211455533333336
FR,90,GasCHPPlant,Power,0.0
NO,90,GasCHPPlant,Power,4.109333333333334
DK,90,GasCHPPlant,Power,0.0
UK,90,GasCHPPlant,Power,0.0
DE,91,GasCHPPlant,Power,24.671434093333335
FR,91,GasCHPPlant,Power,0.0
NO,91,GasCHPPlant,Power,0.0
DK,91,GasCHPPlant,Power,0.0
UK,91,GasCHPPlant,Power,0.0
DE,92,GasCHPPlant,Power,25.335612453333333
FR,92,GasCHPPlant,Power,0.5640000000000002
NO,92,GasCHPPlant,Power,0.0
DK,92,GasCHPPlant,Power,0.0
UK,92,GasCHPPlant,Power,0.0
DE,93,GasCHPPlant,Power,18.049068799999997
FR,93,GasCHPPlant,Power,0.0
NO,93,GasCHPPlant,Power,0.0
DK,93,GasCHPPlant,Power,0.0
UK,93,GasCHPPlant,Power,0.0
DE,94,GasCHPPlant,Power,22.86842303333333
FR,94,GasCHPPlant,Power,0.0
NO,94,GasCHPPlant,Power,4.04002088
DK,94,GasCHPPlant,Power,0.0
UK,94,GasCHPPlant,Power,0.0
DE,95,GasCHPPlant,Power,34.58672869333333
FR,95,GasCHPPlant,Power,0.0
NO,95,GasCHPPlant,Power,0.0
DK,95,GasCHPPlant,Power,0.0
UK,95,GasCHPPlant,Power,0.0
DE,96,GasCHPPlant,Power,44.29151390273248
FR,96,GasCHPPlant,Power,0.0
NO,96,GasCHPPlant,Power,4.109333333333334
DK,96,GasCHPPlant,Power,0.4654000000000007
UK,96,GasCHPPlant,Power,0.0
DE,97,GasCHPPlant,Power,35.84704675333334
FR,97,GasCHPPlant,Power,0.0
NO,97,GasCHPPlant,Power,0.0
DK,97,GasCHPPlant,Power,0.0
UK,97,GasCHPPlant,Power,0.0
DE,98,GasCHPPlant,Power,23.37708678570357
FR,98,GasCHPPlant,Power,0.0
NO,98,GasCHPPlant,Power,0.0
DK,98,GasCHPPlant,Power,0.0
UK,98,GasCHPPlant,Power,0.0
DE,99,GasCHPPlant,Power,8.953495650000004
FR,99,GasCHPPlant,Power,0.0
NO,99,GasCHPPlant,Power,0.0
DK,99,GasCHPPlant,Power,0.0
UK,99,GasCHPPlant,Power,0.0
DE,100,GasCHPPlant,Power,11.90572005
FR,100,GasCHPPlant,Power,0.0
NO,100,GasCHPPlant,Power,0.5912235999999993
DK,100,GasCHPPlant,Power,0.0
UK,100,GasCHPPlant,Power,0.0
DE,101,GasCHPPlant,Power,20.379496250000003
FR,101,GasCHPPlant,Power,0.0
NO,101,GasCHPPlant,Power,0.0
DK,101,GasCHPPlant,Power,0.0
UK,101,GasCHPPlant,Power,0.0
DE,102,GasCHPPlant,Power,30.09567186259877
FR,102,GasCHPPlant,Power,0.0
NO,102,GasCHPPlant,Power,0.0
DK,102,GasCHPPlant,Power,0.0
UK,102,GasCHPPlant,Power,0.0
DE,103,GasCHPPlant,Power,9.361902818333338
FR,103,GasCHPPlant,Power,0.0
NO,103,GasCHPPlant,Power,0.0
DK,103,GasCHPPlant,Power,0.0
UK,103,GasCHPPlant,Power,0.0
DE,104,GasCHPPlant,Power,0.0
FR,104,GasCHPPlant,Power,0.0
NO,104,GasCHPPlant,Power,0.0
DK,104,GasCHPPlant,Power,0.0
UK,104,GasCHPPlant,Power,0.0
DE,105,GasCHPPlant,Power,0.0
FR,105,GasCHPPlant,Power,0.0
NO,105,GasCHPPlant,Power,0.0
DK,105,GasCHPPlant,Power,0.0
UK,105,GasCHPPlant,Power,0.0
DE,106,GasCHPPlant,Power,0.0
FR,106,GasCHPPlant,Power,0.0
NO,106,GasCHPPlant,Power,0.0
DK,106,GasCHPPlant,Power,0.0
UK,106,GasCHPPlant,Power,0.0
DE,107,GasCHPPlant,Power,12.205132570509244
FR,107,GasCHPPlant,Power,0.0
NO,107,GasCHPPlant,Power,0.0
DK,107,GasCHPPlant,Power,0.0
UK,107,GasCHPPlant,Power,0.0
DE,108,GasCHPPlant,Power,29.555763600000006
FR,108,GasCHPPlant,Power,0.0
NO,108,GasCHPPlant,Power,0.23952971611111273
DK,108,GasCHPPlant,Power,3.6868
UK,108,GasCHPPlant,Power,0.0
DE,109,GasCHPPlant,Power,52.85183691384253
FR,109,GasCHPPlant,Power,0.5640000000000002
NO,109,GasCHPPlant,Power,4.109333333333334
DK,109,GasCHPPlant,Power,0.0
UK,109,GasCHPPlant,Power,0.0
DE,110,GasCHPPlant,Power,35.675149040509204
FR,110,GasCHPPlant,Power,0.0
NO,110,GasCHPPlant,Power,0.0
DK,110,GasCHPPlant,Power,0.0
UK,110,GasCHPPlant,Power,0.0
DE,111,GasCHPPlant,Power,14.914713540509204
FR,111,GasCHPPlant,Power,0.5640000000000002
NO,111,GasCHPPlant,Power,0.0
DK,111,GasCHPPlant,Power,0.0
UK,111,GasCHPPlant,Power,0.0
DE,112,GasCHPPlant,Power,22.334663310327116
FR,112,GasCHPPlant,Power,0.5640000000000002
NO,112,GasCHPPlant,Power,0.0
DK,112,GasCHPPlant,Power,0.0
UK,112,GasCHPPlant,Power,0.0
DE,113,GasCHPPlant,Power,12.53486968025887
FR,113,GasCHPPlant,Power,0.5640000000000002
NO,113,GasCHPPlant,Power,0.0
DK,113,GasCHPPlant,Power,0.0
UK,113,GasCHPPlant,Power,0.0
DE,114,GasCHPPlant,Power,38.44284789384254
FR,114,GasCHPPlant,Power,0.5640000000000002
NO,114,GasCHPPlant,Power,0.0
DK,114,GasCHPPlant,Power,0.0
UK,114,GasCHPPlant,Power,0.0
DE,115,GasCHPPlant,Power,20.36008014000001
FR,115,GasCHPPlant,Power,0.5640000000000002
NO,115,GasCHPPlant,Power,0.0
DK,115,GasCHPPlant,Power,0.0
UK,115,GasCHPPlant,Power,0.0
DE,116,GasCHPPlant,Power,21.631640899999997
FR,116,GasCHPPlant,Power,0.5640000000000002
NO,116,GasCHPPlant,Power,0.0
DK,116,GasCHPPlant,Power,0.0
UK,116,GasCHPPlant,Power,0.0
DE,117,GasCHPPlant,Power,0.0
FR,117,GasCHPPlant,Power,0.0
NO,117,GasCHPPlant,Power,0.0
DK,117,GasCHPPlant,Power,0.0
UK,117,GasCHPPlant,Power,0.0
DE,118,GasCHPPlant,Power,0.0
FR,118,GasCHPPlant,Power,0.0
NO,118,GasCHPPlant,Power,0.0
DK,118,GasCHPPlant,Power,0.0
UK,118,GasCHPPlant,Power,0.0
DE,119,GasCHPPlant,Power,0.0
FR,119,GasCHPPlant,Power,0.0
NO,119,GasCHPPlant,Power,0.0
DK,119,GasCHPPlant,Power,0.0
UK,119,GasCHPPlant,Power,0.0
DE,120,GasCHPPlant,Power,0.0
FR,120,GasCHPPlant,Power,0.0
NO,120,GasCHPPlant,Power,0.0
DK,120,GasCHPPlant,Power,0.0
UK,120,GasCHPPlant,Power,0.0
DE,1,Power2Gas,Power,0.0
FR,1,Power2Gas,Power,0.0
NO,1,Power2Gas,Power,0.0
DK,1,Power2Gas,Power,0.0
UK,1,Power2Gas,Power,0.0
DE,2,Power2Gas,Power,0.0
FR,2,Power2Gas,Power,0.0
NO,2,Power2Gas,Power,0.0
DK,2,Power2Gas,Power,0.0
UK,2,Power2Gas,Power,0.0
DE,3,Power2Gas,Power,0.0
FR,3,Power2Gas,Power,0.0
NO,3,Power2Gas,Power,0.0
DK,3,Power2Gas,Power,0.0
UK,3,Power2Gas,Power,0.0
DE,4,Power2Gas,Power,0.0
FR,4,Power2Gas,Power,0.0
NO,4,Power2Gas,Power,0.0
DK,4,Power2Gas,Power,0.0
UK,4,Power2Gas,Power,0.0
DE,5,Power2Gas,Power,0.0
FR,5,Power2Gas,Power,0.0
NO,5,Power2Gas,Power,0.0
DK,5,Power2Gas,Power,0.0
UK,5,Power2Gas,Power,0.0
DE,6,Power2Gas,Power,0.0
FR,6,Power2Gas,Power,0.0
NO,6,Power2Gas,Power,0.0
DK,6,Power2Gas,Power,0.0
UK,6,Power2Gas,Power,0.0
DE,7,Power2Gas,Power,0.0
FR,7,Power2Gas,Power,0.0
NO,7,Power2Gas,Power,0.0
DK,7,Power2Gas,Power,0.0
UK,7,Power2Gas,Power,0.0
DE,8,Power2Gas,Power,0.0
FR,8,Power2Gas,Power,0.0
NO,8,Power2Gas,Power,0.0
DK,8,Power2Gas,Power,0.0
UK,8,Power2Gas,Power,0.0
DE,9,Power2Gas,Power,0.0
FR,9,Power2Gas,Power,0.0
NO,9,Power2Gas,Power,0.0
DK,9,Power2Gas,Power,0.0
UK,9,Power2Gas,Power,0.0
DE,10,Power2Gas,Power,0.0
FR,10,Power2Gas,Power,0.0
NO,10,Power2Gas,Power,0.0
